835273,617336,{'weight': 0.03103}
865530,609887,{'weight': 0.01119}
817860,610914,{'weight': 0.01194}
849895,607237,{'weight': 0.01584}
824770,604683,{'weight': 0.03128}
828167,608085,{'weight': 0.04437}
860492,606920,{'weight': 0.0287}
819321,607168,{'weight': 0.2938}
834217,622173,{'weight': 0.02649}
820306,617086,{'weight': 0.03592}
844169,605335,{'weight': 0.0402}
836282,620570,{'weight': 0.02645}
831370,611369,{'weight': 0.01006}
861813,610062,{'weight': 0.02942}
865801,605741,{'weight': 0.01164}
851149,610139,{'weight': 0.01212}
828895,607740,{'weight': 0.06708}
860247,611306,{'weight': 0.0121}
810130,609220,{'weight': 0.01804}
834203,605570,{'weight': 0.1403}
854311,611530,{'weight': 0.02197}
856277,619242,{'weight': 0.03408}
862586,606589,{'weight': 0.0418}
827012,607724,{'weight': 0.1967}
865534,612291,{'weight': 0.1039}
867722,615968,{'weight': 0.02566}
861988,625115,{'weight': 0.1356}
839067,613486,{'weight': 0.04868}
865847,606457,{'weight': 0.01625}
817352,612281,{'weight': 0.05159}
847804,622479,{'weight': 0.01388}
825830,619113,{'weight': 0.01509}
813487,604936,{'weight': 0.04884}
816869,619358,{'weight': 0.01481}
811721,620588,{'weight': 0.1353}
828886,612455,{'weight': 0.5517}
822055,615284,{'weight': 0.02859}
825158,609094,{'weight': 0.1324}
836093,607518,{'weight': 0.8591}
829359,605492,{'weight': 0.01024}
863995,613604,{'weight': 0.0426}
867816,607331,{'weight': 0.199}
870043,607319,{'weight': 0.07547}
860001,611740,{'weight': 0.01414}
820736,605651,{'weight': 0.1625}
865891,607155,{'weight': 0.01523}
833987,611143,{'weight': 0.09438}
824190,608055,{'weight': 0.1347}
861255,606618,{'weight': 0.01637}
837034,610686,{'weight': 0.01853}
810777,614653,{'weight': 0.03281}
816639,604350,{'weight': 0.01709}
856332,624676,{'weight': 0.02837}
834269,611911,{'weight': 0.7001}
832344,619752,{'weight': 0.0144}
837425,607618,{'weight': 0.0812}
826726,623193,{'weight': 0.01584}
866749,621618,{'weight': 0.03319}
835267,618504,{'weight': 0.02209}
831727,609166,{'weight': 0.05147}
817087,604943,{'weight': 0.1777}
859067,610242,{'weight': 0.05366}
860692,616134,{'weight': 0.02773}
861488,605922,{'weight': 0.01736}
864004,606864,{'weight': 0.01459}
820311,619884,{'weight': 0.01719}
812826,616596,{'weight': 0.1269}
825447,605022,{'weight': 0.05484}
867752,605763,{'weight': 0.02847}
814404,619988,{'weight': 0.06578}
869892,616649,{'weight': 0.01977}
865133,611816,{'weight': 0.03353}
811295,610679,{'weight': 0.01078}
859444,606245,{'weight': 0.04247}
862741,615701,{'weight': 0.01722}
808331,604386,{'weight': 0.7936}
832862,605938,{'weight': 0.1801}
848875,623128,{'weight': 0.02543}
837391,614921,{'weight': 0.02528}
864638,615528,{'weight': 0.0614}
855998,616342,{'weight': 0.02913}
814695,616405,{'weight': 0.1934}
862115,616723,{'weight': 0.0366}
832800,606972,{'weight': 0.01103}
851504,607560,{'weight': 0.02345}
847041,607447,{'weight': 0.0612}
825811,616554,{'weight': 0.03265}
866250,610943,{'weight': 0.02557}
854546,622170,{'weight': 0.0693}
834135,605911,{'weight': 0.07181}
861551,620570,{'weight': 0.04174}
863140,621975,{'weight': 0.01099}
839168,615532,{'weight': 0.01459}
832996,618378,{'weight': 0.01566}
824097,622255,{'weight': 0.02551}
847054,613255,{'weight': 0.02526}
834442,607335,{'weight': 0.02396}
836557,605455,{'weight': 0.135}
811032,617443,{'weight': 0.01413}
