id,neo4j_id
KRT4,622480
KRT33A,622481
KRT33B,622482
RAB17,622483
WIPF2,622484
CDC6,622485
AP1M1,622486
DCTN1,622487
KRT34,622488
KRTAP16-1,622489
SDF4,622490
PADI1,622491
FAM132A,622492
BLOC1S4,622493
ZC3H18,622495
EID1,622496
KRT37,622497
PRR9,622498
BPIFA1,622499
KRT38,622500
LCE3E,622502
LCE3D,622503
KRTAP2-4,622506
KRTAP2-2,622507
KRTAP2-1,622508
KRTAP1-1,622509
KRTAP4-7,622510
TUBB4A,622512
TUBA3D,622513
TUBA4B,622514
GALM,622517
GGA1,622518
RAP2B,622520
FAM32A,622521
CIB3,622522
TMEM69,622524
TWF1,622525
PYDC1,622526
TBC1D17,622527
ATPAF2,622530
RBM18,622531
MRRF,622532
ZNF280A,622534
ATP5SL,622535
PRAME,622536
OR2A2,622537
OR2A14,622538
OR2A12,622539
TMEM53,622542
C1orf228,622543
TFPI2,622544
PPP1CC,622545
CAPS,622548
DEFB130,622552
LOC100133267,622553
SUV420H1,622554
TMBIM6,622555
DAAM2,622556
USP17L3,622557
LRRC1,622558
HGC6.3,622559
NLE1,622560
LBX2,622561
TLE5,622562
MESD,622563
MIR346,622564
MIR665,622565
CA9,622567
ARHGEF15,622568
COPS5,622569
TDRD12,622570
AP4M1,622571
ODF4,622572
MBLAC1,622573
DYNC2LI1,622574
TAF6,622575
SRSF4,622576
LOC286238,622578
MYO5C,622579
ZCCHC13,622580
USP9X,622581
SLC12A6,622582
ACKR1,622583
MIR15A,622584
MIR320D1,622585
MIR337,622586
MIR320C2,622587
MIR320C1,622588
MIR320E,622589
MIR320B1,622590
MIR320B2,622591
MIRLET7G,622592
MIR320A,622593
MIR320D2,622594
CCDC121,622597
KLHL30,622598
ILKAP,622599
STRADA,622600
TRRAP,622601
FAM3A,622603
OR6P1,622604
SLC10A3,622605
OR51V1,622606
WBSCR28,622610
TRMT44,622611
OXCT2,622612
ZNF404,622613
PPIE,622614
ARB2A,622615
MED7,622618
FAM71B,622619
LETMD1,622627
CSRNP2,622628
OR13F1,622638
FKTN,622639
CCDC63,622640
ZNF541,622641
RPL27,622642
ABHD16A,622643
ANKRD34A,622644
POLR3GL,622645
OR13C4,622646
LIX1L,622647
VPS11,622648
ZBTB42,622649
NADK2,622650
SLC35A1,622653
ZNF582,622654
ZNF583,622655
TMED4,622657
TOR1B,622658
DDX26B,622660
NIPA2,622661
APCDD1L,622663
RNF130,622664
FKBP6,622665
TRIM50,622666
NSUN5,622667
TBX22,622668
CACNA2D4,622669
SUMO1P1,622670
SKOR2,622671
MAGEB16,622674
VEZF1,622678
ELAC1,622681
ZNF786,622682
UTP3,622686
CENPJ,622692
NXT1,622693
RARS2,622695
ORC3,622696
CCDC14,622697
TGM5,622698
UBE2Z,622699
IK,622700
NDUFA2,622701
TMCO6,622702
WDR55,622703
CCL28,622707
ZNF213,622708
ZNF205,622709
OR5M1,622711
OR5M10,622712
FUK,622713
PPAPDC1B,622714
CHAMP1,622715
OR5AP2,622716
P3H4,622717
MIR34C,622718
MIR34B,622719
MIR214,622720
OR5B12,622723
FUCA2,622726
MCOLN2,622729
GOLGA8B,622730
ANKRD45,622735
LOC730159,622736
WDR64,622739
TUSC2,622741
RAB8A,622744
CAMK1,622745
GP9,622746
C3orf52,622747
GABRE,622748
CMAS,622749
PRPH,622750
TOE1,622751
IGSF9,622752
MUTYH,622753
HPDL,622754
NAGPA,622755
LGI4,622757
ZNF324B,622759
ZNF132,622760
ZNF584,622761
RPL5,622763
ZNF407,622776
IQCK,622777
TBC1D15,622781
IL31RA,622784
UTP14C,622785
MRPL20,622786
TMPRSS11F,622788
SERHL2,622789
LRTOMT,622790
POLDIP3,622791
ZNF511,622792
RRP7A,622793
CALY,622794
ZNF239,622796
PRB2,622797
NKX2-8,622798
NUDT13,622799
P4HA1,622800
ZNF485,622801
KCTD2,622802
ATP5H,622803
SLC16A5,622804
INTS2,622806
SHF,622808
PPP1R10,622811
MRPS18B,622812
MTA3,622813
ANO10,622814
STX5,622815
NLGN4Y,622816
SHANK1,622817
ZNF260,622818
PDCL,622819
ERP44,622820
CDK2AP2,622821
ZNF566,622822
LRRC4B,622823
PPP1R9A,622824
ZBTB6,622825
SLC35B4,622826
ZNF529,622827
ZNF326,622828
CCDC160,622829
GEMIN2,622830
FAM193B,622831
NEK11,622832
ASTE1,622833
PNRC1,622834
FAR1,622835
LRFN3,622836
RAB1B,622837
AVL9,622838
DLG3,622839
EPN1,622840
OR1K1,622841
LIN7B,622842
H3F3A,622843
WDR90,622844
ZBTB39,622845
RHOT2,622846
CACNG5,622847
LSM5,622848
ABHD17B,622849
SEPTIN11,622850
H1-2,622851
PLPPR4,622852
ABHD17C,622853
ABHD17A,622854
DMAC2L,622855
PRKRIP1,622857
ATAT1,622858
LOC100289561,622859
ZNF580,622860
ZNF581,622861
CCDC106,622862
ABCF1,622863
SPDYE6,622864
FBXO47,622866
EAPP,622868
TMEM50B,622871
PPM1E,622873
GEMIN4,622874
PLEKHB1,622875
UBE2M,622876
SMG7,622877
KCNJ9,622878
TSGA10,622879
C2orf15,622880
ZNF41,622881
CDC45,622882
LYSMD2,622883
MZF1,622884
ANXA4,622885
CHMP2A,622886
IGIP,622887
PPP4R2,622888
SMYD5,622889
ENPP5,622890
CARMIL3,622891
GARIN2,622892
UFD1,622893
ABRAXAS2,622894
SZRD1,622895
GNL3LP1,622896
RALGAPA1P1,622897
CSPP1,622901
C17orf64,622911
MSRB2,622912
SLC25A48,622913
FBXL21,622914
NXPE4,622918
EXOSC8,622919
NXPE1,622920
FAM102B,622922
SPATS1,622923
GTPBP2,622924
PLA1A,622925
TCTE1,622926
RSPH9,622927
FBXO30,622931
LECT1,622932
TIMM10,622935
TPTE,622942
ZBTB8B,622946
BSDC1,622947
CALML3,622949
CALML5,622950
FAM89A,622952
ZNF565,622954
CGRRF1,622955
ZNF146,622956
GMFB,622957
GOLGA7,622958
KLHDC2,622963
TMEM187,622966
CXorf21,622969
SPAG1,622970
ILVBL,622973
PDCD11,622975
USMG5,622976
OR8H3,622978
OR8J3,622979
OR8H2,622980
OR8I2,622981
RPS13,622982
OR8K5,622983
ZNF140,622984
KBTBD7,622985
PCED1A,622986
VPS16,622987
NOTCH2NLB,622988
KLHL13,622990
OR6Y1,622991
HIST1H2AL,622994
KAAG1,622996
MRPS18A,623003
WRAP73,623004
GLOD4,623005
RNMTL1,623006
KLK11,623011
KLK12,623012
KLK9,623013
KLK8,623014
KLK13,623017
KLK7,623019
KLK5,623020
ZNF492,623024
KIR3DL2,623026
KIR2DS4,623027
KIR2DL1,623030
KMO,623033
ARG2,623035
PNMA5,623037
PNMA3,623038
PCMTD1,623041
DCAF8L2,623044
DNAJB13,623045
HRASLS,623046
TMEM63C,623048
C9orf152,623050
OXNAD1,623054
DPH3,623055
C17orf97,623058
MAP2K7,623061
DDX4,623062
ANAPC2,623063
ANAPC11,623064
ERF,623065
CEMIP,623066
P3H1,623067
MIR24-2,623068
PDCD7,623071
EIF2D,623073
LUC7L2,623075
KLRG2,623076
C7orf55,623077
PARP16,623081
LTV1,623083
ZC2HC1B,623084
EMC8,623088
COX4I1,623089
TRMT13,623094
SASS6,623095
CALR3,623097
OGT,623098
CLASRP,623099
CHST7,623100
GRAPL,623101
APOBEC3G,623102
APOBEC3H,623103
NSUN5P1,623104
GVINP1,623105
P2RY8,623106
C11ORF21,623107
RP11-206L10.2,623108
C17ORF62,623109
RP11-686D22.10,623110
CTB-133G6.1,623111
RP11-564A8.8,623112
CTD-2207O23.3,623113
RP11-488L18.4,623114
KIAA1551,623115
C15ORF39,623116
AC093162.5,623117
ABHD3,623127
SNRPD1,623128
ESCO1,623129
C3orf35,623171
RPS3,623175
KLHL35,623176
NIPSNAP1,623178
TXNDC9,623179
EIF5B,623180
ZNF732,623188
ZBED2,623189
SH3D19,623190
ZNF141,623191
IQSEC1,623193
INIP,623194
VNN3,623195
ZFP37,623196
C14orf37,623197
TUBE1,623198
PLAA,623199
OR11H12,623200
SPATA4,623201
POTEG,623202
TKTL2,623203
EIF4A3,623204
OR5H6,623205
HEBP1,623206
SMIM14,623207
CHKA,623211
SYTL3,623212
TNIP3,623219
TAGLN3,623220
SYDE1,623222
OR1I1,623223
SARNP,623225
TMEM126B,623227
OR2A4,623228
FAM169A,623233
AGL,623234
ZNF471,623235
PSG3,623236
ZNF45,623237
PSG8,623238
FAM24B,623239
GFER,623240
TMEM222,623241
MST1L,623242
UGT2B27P,623243
KIAA1671,623248
RBMXL2,623250
NLRP14,623251
ZNF214,623252
C16orf13,623254
DCTN4,623256
RBM22,623257
COPS2,623259
GALK2,623260
ALS2CR11,623262
PODNL1,623263
FAM174B,623264
DESI2,623266
GABRR2,623267
CLASP2,623268
ZNF622,623269
C3orf30,623270
UPK1B,623271
GPR32,623272
PRSS27,623273
ACPT,623274
MVP,623278
PGLS,623279
GIMAP5,623280
PPP1R3F,623281
FBXL2,623282
PPP1R3D,623283
MASTL,623284
VCP,623285
LPAR6,623286
FAM65C,623287
SEPTIN6,623288
DYNLT4,623289
IGBP1C,623290
PTPA,623291
RP11-1094M14.8,623292
ERV3-1,623294
ZNF117,623295
TMEM214,623297
AGBL5,623298
ISY1-RAB43,623299
PITPNM1,623300
ALG1L2,623302
AIM1L,623303
TM9SF3,623304
APEX2,623305
CARD19,623306
PAXX,623307
APOD,623309
SLC66A1,623312
MPHOSPH10,623316
TRAPPC6B,623318
OOEP,623325
KHDC3L,623326
DPPA5,623327
DHRS12,623335
CCDC70,623336
EXOSC2,623339
CLCA4,623342
CLRN3,623343
TBC1D3B,623344
SLC35G3,623345
TBC1D3H,623346
ZNF589,623347
CCL3L1,623348
PLEKHG5,623349
NME6,623350
CCL4L2,623351
CCL4L1,623352
RRP9,623353
ZNF43,623355
TTK,623357
DYRK1B,623358
RABIF,623359
FBL,623360
C10orf10,623361
CPLANE2,623362
CANT1,623365
LGALS3BP,623366
EEF2K,623368
SLC30A9,623369
DCAF4L1,623370
PCDHB3,623371
PCDHB2,623372
VPS35,623373
ADGRB1,623374
NEURL1,623375
MIR431,623376
SRGAP2C,623377
LZTS3,623378
GPRASP3,623379
ZC2HC1A,623381
NCBP2,623383
BOLA3,623388
RNF11,623393
PRICKLE3,623394
GAL3ST4,623395
PRAMEF17,623396
CHML,623397
TMEM192,623398
PCDH19,623399
CLVS2,623400
CRABP1,623401
RNASEH2A,623402
METTL2A,623403
SCML1,623404
FAM111B,623405
CCSER2,623406
NSG2,623407
MIDEAS,623408
EVA1A,623409
BNIP5,623410
AMER2,623411
MIR137HG,623412
LINC00314,623413
KLF3-AS1,623414
TMEM123,623418
NUP93,623422
TMC5,623424
METTL21A,623426
ZNF598,623427
C19orf73,623428
SNRNP70,623429
HSPA12B,623431
NUCB1,623432
ARMC5,623433
KNSTRN,623434
PEDS1,623435
NATD1,623436
NEMP1,623438
UXT,623440
TFE3,623441
AES,623442
RPP25,623443
RPS16,623444
YARS,623445
DDB1,623446
MAGIX,623447
DDX24,623448
SNRNP200,623449
EEF1A1,623450
GGA2,623451
CES4A,623452
SARAF,623453
CIBAR1,623454
RPS2P5,623455
ITGB2-AS1,623456
GUCD1,623457
HNRNPDL,623458
TNNC2,623461
TMEM140,623462
FOXJ2,623463
SLC37A1,623464
EFHC2,623465
SNX24,623466
ZNF431,623467
ARMCX5,623468
LANCL3,623469
UBL4A,623470
NT5M,623471
PCYT1B,623472
C6orf226,623473
TCEAL1,623474
TSFM,623475
TMSB4Y,623476
USP21,623477
GDPD2,623478
TTC9C,623479
HNRNPLL,623480
VAMP7,623481
CFAP45,623482
GSE1,623483
CYREN,623484
PROSER2,623485
PRUNE1,623486
GET1,623487
SMIM8,623488
MARCHF2,623489
CCDC9B,623490
MACIR,623491
TCEAL9,623492
DEPP1,623493
VIM-AS1,623494
WDR11-DT,623495
CRACR2B,623496
PGAM1P8,623497
SENCR,623498
LINC01089,623499
LINC02284,623500
HERC2P9,623501
WHAMMP2,623502
NSMCE3,623503
INAFM2,623504
FAM234A,623505
SCGB1C2,623506
EFCAB13-DT,623507
MTFR1L,623508
LINC01341,623509
MAP3K7CL,623510
TPTEP1,623511
CAVIN2-AS1,623512
LINC00989,623513
BLTP3A,623514
H2AC11,623515
TRAPPC3L,623516
PDGFA-DT,623517
SBDSP1,623518
LINC01003,623519
PIP4P2,623520
PLCXD1,623521
TMEM200B,623523
POLA1,623524
TOPBP1,623525
WASF1,623526
UCKL1,623527
COPS3,623528
KIF20A,623529
FKBP15,623530
SLC31A1,623531
RAB6B,623532
FAM214B,623533
SNRPA,623536
OR2L13,623538
OR2T8,623539
OR2L8,623540
OR2AK2,623541
GEMIN8,623544
OR5K2,623545
NOMO1,623546
GDPD4,623547
CLDND1,623548
ASF1B,623549
OR5K1,623550
RIPPLY1,623551
PHOSPHO2-KLHL23,623552
PHOSPHO2,623553
FAM221A,623554
SPAM1,623555
RPL7L1,623556
SKP1,623557
LPCAT4,623558
PSMD1,623559
GOLGA8A,623560
CCIN,623561
TMEM74B,623562
SEC63,623564
CXorf66,623565
AGPAT3,623566
SOX3,623567
DCUN1D4,623570
TGFBR3L,623571
SNAPC2,623572
CTXN1,623573
RALBP1,623576
SORD,623577
CRYM,623578
SDSL,623579
CPNE6,623580
GART,623581
C6orf201,623582
ETNPPL,623583
KYAT1,623584
ATRAID,623585
HYKK,623586
KYAT3,623587
LINC02499,623588
LINC02365,623589
LINC01843,623590
PSPC1,623595
TMED9,623596
LY75-CD302,623601
MED14,623603
TMA7,623604
CCDC51,623605
PDE6A,623606
FBXO48,623609
USP30,623610
APLF,623611
SVOP,623612
COX17,623613
COQ9,623614
TK2,623615
IMMT,623616
HSD11B1L,623617
C19orf70,623618
ZNF106,623619
COX1,623620
FMC1-LUC7L2,623621
MTERF2,623622
PRORP,623623
PAXBP1,623624
MTERF3,623625
CCZ1B,623627
RNASE10,623628
HECA,623631
DEDD2,623632
PAGR1,623633
OTULINL,623634
AQP12A,623636
CLEC4A,623638
FAM157A,623639
MLLT1,623640
C16orf70,623645
MAGEA10,623646
MAGEA10-MAGEA5,623647
MAGEA5,623648
OR1D2,623649
B3GNT9,623650
SPINK8,623652
IFNA8,623654
IFNA14,623655
IFNA17,623656
IFNA16,623657
TRIM3,623658
TRIM68,623659
IFNL2,623660
IFNL3,623661
MBL1P,623663
MUC5AC,623664
OR13C3,623668
LOC730183,623670
SRCAP,623671
YIPF1,623672
EVI5,623674
C19orf44,623675
C6orf222,623676
HES2,623677
NANS,623678
MARCH9,623679
ADGRG5,623680
NUDCD1,623683
ZCCHC4,623685
UTF1,623686
VENTX,623687
TPST1,623691
NAIP,623692
NRROS,623693
C19ORF38,623694
LLNLF-173C4.2,623695
RP4-669L17.8,623696
PRR11,623699
TINF2,623701
COX20,623703
SPATA21,623704
NECAP2,623705
SEP15,623706
ATP5G1,623707
CIAPIN1,623709
C17orf67,623714
POC1A,623719
FSD1,623720
C2orf40,623728
TBCB,623729
MYH13,623731
OR7G1,623732
OR7G3,623733
ZNF317,623734
LAMB3,623735
ADI1,623737
CCDC103,623740
EFTUD2,623741
CAPRIN1,623742
EIF3B,623744
C2orf50,623746
PQLC3,623747
EPHA10,623748
LMTK2,623751
SEC23B,623752
EMG1,623753
THOC6,623754
RBM8A,623755
C17orf96,623756
ZXDB,623757
AFDN,623758
PRSS51,623759
FAM167A-AS1,623760
KIAA1257,623763
MED26,623764
CLEC2B,623765
KIAA0753,623766
IGHG3,623767
PNMA8A,623768
IGLJ3,623769
TXLNGY,623770
TADA1,623773
NVL,623775
DEFB4B,623776
ZNF705G,623777
NECAP1,623778
CEACAM8,623779
DEFB103B,623780
DEFB103A,623781
USP17L4,623782
CTSV,623783
TRAPPC8,623785
TCIM,623786
MT-ND6,623790
FKBP3,623792
PRPF39,623793
ZNF207,623794
MUM1,623795
PAAF1,623798
RCC1,623801
TRNAU1AP,623802
ZNF71,623812
ZNF470,623813
ZNF835,623814
TRPC5,623816
ZCCHC16,623817
COL4A6,623818
TRIM49,623819
SFXN5,623822
ENTHD1,623825
TTC1,623826
COMMD2,623827
PEX11B,623828
OR7C2,623830
SLC1A6,623831
ZNF736,623832
OR56A4,623833
CCDC105,623834
S100A7,623841
CD320,623842
CBWD3,623849
TCN1,623850
GIF,623851
AIMP2,623852
SEPT7,623861
HSF4,623862
LOC102724652,623863
SDR42E1,623865
OR1J1,623866
DPCD,623868
POLL,623869
OR2AG2,623871
OR2AG1,623872
OR6A2,623873
DENND2A,623877
OR11H1,623881
OR52N2,623886
OR52N1,623887
OR52N5,623888
HN1,623892
SUMO2,623893
METTL8,623899
BNIPL,623903
FIBIN,623906
CKAP2,623908
SNAPC3,623914
TOR1AIP2,623917
TOR1AIP1,623918
FAM47B,623925
ZSCAN5A,623929
LCN9,623930
GLT6D1,623931
CCDC15,623940
HEPACAM,623941
HEPN1,623942
ZNF419,623949
ZNF549,623950
ZNF772,623951
TMA16,623953
C3orf33,623955
SYP,623959
VWCE,623960
UBQLN4,623967
LAMTOR2,623968
RMND5A,623970
RNF103-CHMP3,623971
NYX,623974
CDC40,623975
DHX8,623976
MYO1A,623977
FAM126A,623980
CALCOCO2,623981
PSMA8,623982
PPFIA1,623986
QTRTD1,623988
KIAA1407,623989
FAM69B,623996
OR51G2,624010
OR51A7,624011
SUPT6H,624013
SDF2,624014
KIAA0100,624015
ZNF107,624019
CABP4,624043
ATP4B,624044
NRL,624045
CACNA1F,624046
ARR3,624047
GUCA1C,624048
ZNF385A,624049
GJA8,624050
RPGR,624051
CHM,624052
TULP2,624053
RP2,624054
CEP104,624055
EYA3,624056
OPN1LW,624057
GRK7,624058
CRYBB2,624059
CRYBB3,624060
UBE4A,624061
OR2D3,624062
RASL12,624063
ZNF630,624064
RNF113A,624065
TREX2,624066
NXF3,624067
GRK1,624068
GOLGA8DP,624069
LINC02210-CRHR1,624070
PCARE,624071
STRIP2,624072
OPN1MW3,624073
PLPP5,624074
RPL12P28,624075
RSU1P1,624076
RPL22P18,624077
HNRNPA3P10,624078
KRT18P60,624079
RPL7P42,624080
NFYAP1,624081
NPIPB8,624082
MTCO1P28,624083
CALM2P1,624084
ZNF137P,624085
TBCAP2,624086
TSNAX-DISC1,624087
RPS3P2,624088
PPP1R14BP2,624089
ZBTB8OSP2,624090
RPL18AP7,624091
RBM48P1,624092
PSMC1P4,624093
CAB39P1,624094
RPL23AP45,624095
KRASP1,624096
DNAJC19P6,624097
CICP12,624098
STAG3L4,624099
DTX2P1,624100
PPP1R2P6,624101
HNRNPA1P26,624102
MTCYBP32,624103
MTND5P26,624104
DPPA2P1,624105
CXORF65,624106
PHBP5,624107
C2ORF66,624108
C2ORF40,624109
RP11-568K15.1,624110
C10ORF10,624111
RP11-252I14.2,624112
CTC-563A5.4,624113
RP5-1142J19.2,624114
CTD-2033A16.2,624115
PRH1-PRR4,624116
CTD-2540L5.9,624117
AC066692.3,624118
RP11-618P13.1,624119
CTA-331F8.1,624120
RP1-21O18.3,624121
RP11-15E18.5,624122
PHBP6,624123
RP11-59H7.1,624124
C2ORF71,624125
AC013410.1,624126
RP11-591L14.1,624127
C16ORF62,624128
AC003002.4,624129
RP11-1198D22.1,624130
RP11-312J18.3,624131
RP3-472M2.2,624132
AC003005.4,624133
RP11-296O14.2,624134
RP5-836E8.1,624135
RP11-729L2.2,624136
PNRC2,624138
SRP19,624140
KCTD4,624147
FICD,624149
UBE2L6,624152
UBE2G1,624154
ANKFY1,624155
RNF122,624158
ARFGAP3,624161
LZIC,624164
DENND6B,624165
BICRA,624166
TMEM256,624167
BEX3,624168
COPRS,624169
MARCHF5,624170
ZNF487,624171
OARD1,624172
USB1,624173
NARS1,624174
PRKCQ-AS1,624175
ATE1OSP,624176
XNDC1N,624177
SOCS2-AS1,624178
EWSAT1,624179
SNHG30,624180
CENPBD2P,624181
LINC01762,624182
LINC01473,624183
LINC02018,624184
SLC66A1L,624185
CXXC4-AS1,624186
GALNT7-DT,624187
LINC00461,624188
ARMT1,624189
SPACDR,624190
CASTOR3P,624191
FAM131B-AS2,624192
LINC02977,624193
MRPL42,624195
CIAO1,624196
RPS4XP9,624197
TUBB4BP7,624198
LINC00534,624199
ZNF792,624201
CMTM2,624202
PLD3,624203
SEPTIN5,624204
RP11-354E11,624205
RP11-624J12,624206
LINC00642,624207
HERC2P4,624208
SMG1P4,624209
SNORA69,624210
EFCAB13,624211
ERVK9-11,624212
LINC02884,624213
LINC02770,624214
TMA7B,624215
LINC00298,624216
LINC01594,624217
ITPRID2-DT,624218
LINC00504,624219
ENPP7P10,624220
LINC02267,624221
RPL17P22,624222
LY6G6F-LY6G6D,624223
INHBA-AS1,624224
INSIG1-DT,624225
CA3-AS1,624226
RN7SL30P,624227
PLXNB3-AS1,624228
THOC2,624232
ANXA8,624233
MEIS3P2,624234
AKR1C5P,624235
SLC18A2-AS1,624236
LINC02752,624237
CAPN1-AS1,624238
RP11-744N12,624239
SWINGN,624240
ACTN1-DT,624241
BLZF2P,624242
RPL21P11,624243
RPL21P13,624244
LINC02694,624245
LINC02915,624246
UPK1A-AS1,624247
PKN2-AS1,624248
NEXN-AS1,624249
SMIM12,624250
MYH9-DT,624251
L3MBTL2-AS1,624252
PIRAT1,624253
LINC01565,624254
SETP11,624255
LY6G6E,624256
RPS29P14,624257
PRKAR2B-AS1,624258
LINC03044,624259
MAPK6P5,624260
BMS1P10,624261
GOT2P7,624262
UPK2,624266
EDDM3B,624268
ZNF621,624272
SELENOM,624275
RLIM,624279
PCDHA9,624281
PCDHA8,624282
PCDHA10,624284
PCDHA7,624285
PCDHA6,624286
OR52A5,624292
OR52A1,624293
C11orf24,624301
RBM3,624304
SYTL5,624306
BRD8,624307
RHOV,624309
HASPIN,624310
UBALD2,624311
WDR63,624319
ZFP82,624322
FAM47C,624330
MAGEB18,624331
DNAJC22,624332
NUDT11,624334
ZNF350,624335
POTEM,624336
POTEH,624337
HIST4H4,624338
H2AFJ,624339
OR51E1,624340
ZMYM3,624341
PAGE4,624342
TXN,624343
FBXL8,624344
INTS4,624345
TTLL3,624346
ZNF615,624347
ZNF226,624348
CFAP69,624349
TTC6,624350
OR51C1P,624351
PRAC2,624352
PRAC1,624353
ZNF888,624354
INAFM1,624355
EFCAB12,624356
DUX4,624357
PRIM2,624358
RAI2,624360
KLHL15,624361
EIF2S3,624362
KRTAP5-9,624364
KRTAP5-8,624365
KRTAP5-7,624366
KRTAP5-10,624367
KRTAP5-11,624368
GANAB,624376
SPINK13,624377
PNLDC1,624378
FAM217A,624379
CHIA,624380
SPATA12,624381
LYG2,624382
OVGP1,624383
GLB1L,624384
PARG,624385
SPACA5B,624386
SPACA5,624387
LGALS7B,624388
TAPBPL,624389
TSTD1,624390
ZNF497,624391
TCP1,624392
MRPL18,624393
VAMP1,624394
SPINK7,624395
EIF1AD,624396
TBC1D28,624397
BANF1,624398
ZNF837,624399
PGGHG,624400
LINC02207,624401
HEXD,624402
CLEC4GP1,624403
LINC01127,624404
RP6-159A1.4,624405
SMIM25,624406
RP11-355F16.1,624407
PARP4,624411
LCE3B,624413
LCE3A,624414
LCE3C,624415
PLSCR4,624416
LCE2D,624417
KRT9,624418
CATSPERD,624425
DNAJC10,624428
TMEM217,624429
SRP72,624432
PAICS,624433
ARL9,624434
ZNF202,624438
PIP5K1A,624439
VPS72,624440
OR6X1,624441
PSMD4,624442
REM1,624444
AARD,624445
CYP4X1,624446
TXNDC17,624447
LINC02643,624448
LINC00702,624449
LINC02653,624450
EMX2OS,624451
WT1-AS,624452
LINC02873,624453
LINC02126,624454
LINC01836,624455
NGF-AS1,624456
LINC01031,624457
RPL13AP11,624458
POM121L9P,624459
AC064875,624460
PGM5P4,624461
ADAMTS9-AS1,624462
CNTN4-AS2,624463
LINC02082,624464
LINC02026,624465
LINC02507,624466
GDNF-AS1,624467
CARMN,624468
RP11-554D15,624469
PCOLCE-AS1,624470
MSC-AS1,624471
ZFPM2-AS1,624472
LINC03041,624473
IFIT5,624478
C9orf50,624479
NTMT1,624480
IFIT1,624481
ASB6,624482
F8A3,624484
F8A2,624485
H2AFB2,624486
H2AFB1,624487
F8A1,624488
H2AFB3,624489
ELMO2,624491
NKAIN4,624497
FAM13C,624501
RFPL3,624502
PIGY,624503
TRIM16,624504
METTL7A,624505
HIGD1C,624506
SYCP1,624507
UBA3,624508
CDRT1,624509
NDUFB4,624510
PPP1R2,624513
HNRNPA2B1,624514
RPS15,624515
DAZAP1,624516
NDUFS7,624517
CLGN,624521
CSN2,624526
STATH,624527
CSN1S1,624528
SNX21,624529
POLE,624531
ORC6,624532
ZNF620,624534
SPAG8,624537
SCRN1,624540
SNX6,624543
DDX54,624550
SPHAR,624551
TTC25,624552
ATP5F1,624553
WDR77,624554
CCDC42B,624555
DUXA,624557
ZNF264,624558
PPP4R4,624561
IFI27L2,624562
HIST2H2BF,624564
SCNN1D,624568
IQCF3,624570
ANKRD49,624572
MRE11A,624573
RASAL1,624583
PRB1,624585
OR5H14,624588
OR5H1,624589
ZBTB44,624595
TM2D3,624596
IGSF8,624598
ANKRD26,624601
RPL23,624602
DPH5,624604
PIGO,624607
GBP6,624612
EXOSC3,624613
DCAF10,624614
HOOK2,624617
BEST2,624618
RPRD1A,624621
BST2,624624
TMPRSS4,624626
DNAJC3,624627
OXA1L,624628
C19orf47,624632
ZBTB43,624635
LSM6,624636
ZNF17,624637
EIF4EBP3,624638
APBB3,624639
SLC35A4,624640
ZNF749,624641
FHDC1,624643
TMEM235,624644
SGO2,624645
BBOF1,624646
RPL18A,624648
SNHG10,624649
GARS,624655
BLCAP,624657
MED15,624658
SNAPC1,624663
ANO8,624664
SLC26A8,624665
GTPBP3,624666
HIST3H2A,624669
HIST3H2BB,624670
CCDC107,624672
C11orf70,624675
IQSEC2,624676
NSMF,624677
TAMALIN,624678
MIR433,624679
MIR541,624680
MIR324,624681
MIR95,624682
MIR421,624683
MIR545,624684
TRAPPC11,624691
RWDD4,624692
AVIL,624693
TTC9,624695
ASIC1,624700
ZDHHC17,624701
MAGEB6,624702
EFCAB6,624703
TSPAN7,624704
JOSD2,624705
SYNGR3,624706
C9orf57,624707
PPP2R5B,624708
RAB3B,624709
DPP6,624710
ARFGEF3,624711
ADGRL1,624712
CEP126,624713
MEG3,624714
PLPPR2,624715
MIAT,624716
ZKSCAN7,624717
HARS1,624719
ISM2,624723
TEX19,624726
C12orf71,624731
KIAA1147,624737
WEE2,624738
SSBP1,624739
OR6C70,624741
OR2M7,624742
OR6C2,624743
OR14C36,624744
OR6C68,624745
UBQLN3,624746
OR2T4,624747
UBQLNL,624748
OR52D1,624749
TAAR2,624750
OR2T12,624751
OR6C76,624752
OR2T6,624753
MUC15,624755
GABARAPL1,624757
ZNF713,624759
PPP2CB,624763
DEFB107A,624764
DEFB107B,624765
UBXN8,624766
DEFB105B,624767
DEFB105A,624768
DEFB106B,624769
DEFB106A,624770
COL19A1,624776
C7orf60,624777
TAF3,624778
ZNF70,624779
PRR3,624782
FHIP2B,624785
KIAA1467,624787
PAGE1,624788
DNAJC28,624789
RPS25,624790
TRAPPC4,624791
VWA3B,624796
SENP8,624799
LOC391322,624800
SPINT1,624801
SHISAL1,624802
SERINC3,624806
PXMP2,624807
NUP85,624808
SMS,624809
SAT1,624810
AZIN2,624811
SLC25A26,624812
CARNMT1,624813
STRIT1,624814
SMAD3-DT,624815
CCT8P1,624816
HNF4A-AS1,624817
MGAM2,624818
PYCR3,624819
CASP2,624821
PTOV1,624823
TSGA10IP,624825
LRRC48,624828
ZC3H7A,624829
TRPC5OS,624830
ZNF555,624831
NUDT16L1,624832
USP42,624836
CCDC110,624839
KANSL3,624847
FER1L5,624848
MIR20B,624849
HUS1,624852
FBXO43,624855
